optimizer,epoch,sampled_arch,best_arch,train_acc,val_acc,test_acc,train_time,reward,loss,entropy,wall_time_sec
rl,18,"(4, 0, 1, 0, 0, 0)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.6122,-2.2014684677124023,9.62147045135498,0.46216891700000673
rl,19,"(4, 0, 3, 1, 1, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8556999999999999,0.2798311710357666,9.61607551574707,0.588653750000006
rl,20,"(0, 0, 3, 1, 1, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8568000000000001,0.2533153295516968,9.62088394165039,0.6141960830000031
rl,21,"(1, 2, 3, 2, 3, 0)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8912,0.5620446801185608,9.609074592590332,0.6392092500000004
rl,22,"(2, 0, 4, 1, 4, 4)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8206,-0.19581615924835205,9.616903305053711,0.6648997500000036
rl,23,"(3, 3, 1, 1, 3, 0)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8621,0.21498560905456543,9.605855941772461,0.6905661250000037
rl,24,"(4, 1, 3, 4, 3, 2)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8722,0.2872486412525177,9.611784934997559,0.716274625000004
rl,25,"(4, 0, 2, 2, 0, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8798999999999999,0.29570406675338745,9.622676849365234,0.742209625000001
rl,26,"(4, 4, 3, 3, 4, 0)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.7965000000000001,-0.5167785882949829,9.616483688354492,0.768265250000006
rl,27,"(2, 0, 1, 2, 4, 2)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8875,0.4062921404838562,9.61876106262207,0.7944412920000019
rl,28,"(3, 1, 2, 3, 3, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8843000000000001,0.3196989595890045,9.613118171691895,0.8205904580000052
rl,29,"(3, 0, 3, 4, 3, 0)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8715,0.14030854403972626,9.622620582580566,0.8467210000000023
rl,30,"(0, 4, 3, 2, 3, 4)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8536,-0.047784216701984406,9.625256538391113,0.8725811669999999
rl,31,"(4, 2, 1, 4, 2, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8619,0.02854282408952713,9.610547065734863,0.9918981670000022
rl,32,"(4, 2, 1, 3, 1, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8733,0.12842555344104767,9.60647201538086,1.0181232920000056
rl,33,"(4, 3, 4, 4, 0, 1)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.7169,-1.4155128002166748,9.615904808044434,1.0447272080000047
rl,34,"(1, 1, 2, 2, 1, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8864,0.392801433801651,9.598577499389648,1.0707701250000028
rl,35,"(2, 0, 4, 4, 2, 2)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8878,0.3365165889263153,9.618762016296387,1.0965595830000012
rl,36,"(3, 3, 2, 4, 0, 2)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8929,0.327197790145874,9.613235473632812,1.1230122080000058
rl,37,"(2, 3, 4, 2, 0, 4)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8781,0.15389931201934814,9.616110801696777,1.148600375000001
rl,38,"(4, 3, 0, 0, 1, 4)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.7934,-0.680674135684967,9.618623733520508,1.1744666250000009
rl,39,"(2, 3, 4, 3, 0, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8837999999999999,0.2325182408094406,9.615863800048828,1.2001302920000043
rl,40,"(3, 2, 1, 4, 2, 2)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8808,0.18368366360664368,9.61235523223877,1.2260257080000017
rl,41,"(3, 0, 2, 2, 4, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8948999999999999,0.2717819809913635,9.620841026306152,1.2516310830000066
rl,42,"(1, 0, 3, 3, 0, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8622,-0.06911821663379669,9.616374969482422,1.3683479170000012
rl,43,"(3, 1, 4, 0, 2, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8726999999999999,0.025312528014183044,9.617735862731934,1.3937620000000024
rl,44,"(3, 0, 3, 2, 2, 1)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8895000000000001,0.1786659061908722,9.62291145324707,1.4185896250000027
rl,45,"(2, 1, 0, 0, 0, 3)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.899,0.24330437183380127,9.604447364807129,1.44303575
rl,46,"(4, 0, 4, 0, 2, 2)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8584999999999999,-0.17745345830917358,9.61422061920166,1.4670106250000003
rl,47,"(1, 4, 3, 0, 4, 1)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8545999999999999,-0.21082231402397156,9.61362075805664,1.4920069170000048
rl,48,"(2, 4, 2, 1, 3, 0)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8946,0.1875702142715454,9.609380722045898,1.5159670419999998
rl,49,"(3, 3, 4, 1, 4, 0)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.8515999999999999,-0.2568994164466858,9.615707397460938,1.5403232500000001
rl,50,"(4, 4, 0, 0, 4, 1)","(2, 3, 0, 1, 3, 0)",99.976,90.52,90.52,8.88131445646286,0.7694,-1.0501090288162231,9.607090950012207,1.5647940000000062
darts_proxy,1,"(4, 2, 3, 0, 4, 2)","(4, 2, 3, 0, 4, 2)",99.9,86.56,86.56,11.520736118157705,0.8656,0.0,9.656627655029297,0.029032707999995466
darts_proxy,2,"(2, 2, 0, 2, 3, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.9131999999999999,0.006933723576366901,9.656627655029297,0.06179591699999776
darts_proxy,3,"(4, 2, 3, 4, 1, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.888,0.0002675778523553163,9.656627655029297,0.18275358300000022
darts_proxy,4,"(3, 2, 0, 2, 4, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.9097,8.880446330294944e-06,9.656627655029297,0.21227212499999837
darts_proxy,5,"(0, 3, 0, 1, 3, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.87,0.0001897896290756762,9.656627655029297,0.24120774999999384
darts_proxy,6,"(0, 2, 2, 2, 1, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8885,4.060712308273651e-05,9.656627655029297,0.26997245799999803
darts_proxy,7,"(1, 3, 1, 2, 3, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8713,2.57308165600989e-05,9.656627655029297,0.29888420799999693
darts_proxy,8,"(2, 0, 3, 1, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.895,5.444664111564634e-06,9.656627655029297,0.32763924999999716
darts_proxy,9,"(4, 2, 2, 0, 2, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.889,3.0848034384689527e-06,9.656627655029297,0.3565204169999987
darts_proxy,10,"(3, 2, 1, 2, 1, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8681,-0.7003887891769409,9.656627655029297,0.38823654199999424
darts_proxy,11,"(4, 4, 3, 1, 3, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8536,-0.7119503617286682,9.656340599060059,0.4174012499999975
darts_proxy,12,"(1, 2, 0, 1, 1, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.875,-0.713300883769989,9.655488967895508,0.4467630419999935
darts_proxy,13,"(4, 2, 1, 1, 4, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.6335000000000001,-0.7048046588897705,9.654080390930176,0.47591820799999596
darts_proxy,14,"(0, 0, 3, 3, 2, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8891,-0.7403578758239746,9.65218448638916,0.5995205830000003
darts_proxy,15,"(4, 1, 4, 2, 1, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8338,-0.75956130027771,9.649885177612305,0.6296281669999999
darts_proxy,16,"(1, 1, 2, 2, 1, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8864,-0.7608006596565247,9.647224426269531,0.6618634579999991
darts_proxy,17,"(4, 1, 2, 3, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8834000000000001,-0.7720369696617126,9.644210815429688,0.6934207499999943
darts_proxy,18,"(1, 4, 1, 1, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.7382,-0.7744356989860535,9.640853881835938,0.724975416999996
darts_proxy,19,"(0, 0, 2, 0, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.7345999999999999,-0.766263484954834,9.637155532836914,0.7568380419999983
darts_proxy,20,"(2, 0, 2, 0, 3, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8998,-0.77527916431427,9.63313102722168,0.7889262499999958
darts_proxy,21,"(1, 2, 0, 4, 2, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.9018,-0.7790894508361816,9.628786087036133,0.8210536669999939
darts_proxy,22,"(2, 2, 2, 0, 3, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8969,-0.7809924483299255,9.624161720275879,0.8530623329999969
darts_proxy,23,"(3, 0, 3, 4, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8583,-0.7821812629699707,9.6192626953125,0.8848790829999942
darts_proxy,24,"(3, 1, 3, 4, 3, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8713,-0.7859987616539001,9.614089012145996,0.9173479579999935
darts_proxy,25,"(4, 4, 2, 3, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8808,-0.7958456873893738,9.608642578125,1.042745999999994
darts_proxy,26,"(0, 3, 3, 1, 0, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8613,-0.8167543411254883,9.602869033813477,1.0745685419999944
darts_proxy,27,"(3, 2, 3, 3, 0, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8832,-0.8257520198822021,9.596806526184082,1.1060241249999976
darts_proxy,28,"(4, 0, 1, 3, 1, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.7436,-0.8279693722724915,9.59051513671875,1.1381437499999976
darts_proxy,29,"(3, 4, 2, 1, 0, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8887999999999999,-0.8337876796722412,9.583993911743164,1.1694920419999946
darts_proxy,30,"(2, 3, 3, 1, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8764,-0.8355176448822021,9.577241897583008,1.2007959580000005
darts_proxy,31,"(3, 1, 2, 0, 3, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8887,-0.8364284634590149,9.570258140563965,1.2327674579999979
darts_proxy,32,"(2, 3, 3, 1, 2, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8981,-0.8397682905197144,9.56301498413086,1.2636336669999935
darts_proxy,33,"(4, 2, 0, 4, 0, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.74,-0.8361700177192688,9.555545806884766,1.2951243329999969
darts_proxy,34,"(4, 4, 3, 1, 4, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8356999999999999,-0.8371293544769287,9.54780387878418,1.3263099999999994
darts_proxy,35,"(0, 2, 2, 4, 1, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8898,-0.8381198644638062,9.539785385131836,1.3557853749999964
darts_proxy,36,"(4, 0, 3, 0, 1, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8878,-0.8386838436126709,9.531486511230469,1.471642832999997
darts_proxy,37,"(2, 3, 1, 3, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8658,-0.8498690724372864,9.522871017456055,1.5009715829999948
darts_proxy,38,"(3, 3, 2, 2, 3, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8948999999999999,-0.8506600856781006,9.513973236083984,1.530129291999998
darts_proxy,39,"(1, 1, 0, 2, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8423,-0.8525177240371704,9.504814147949219,1.5593552079999995
darts_proxy,40,"(3, 0, 0, 2, 1, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8543000000000001,-0.854255735874176,9.495367050170898,1.5886520829999995
darts_proxy,41,"(3, 0, 4, 4, 4, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8731,-0.8505181074142456,9.485607147216797,1.618075791999999
darts_proxy,42,"(3, 3, 0, 4, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8754000000000001,-0.8541107773780823,9.475508689880371,1.6475661669999937
darts_proxy,43,"(1, 4, 3, 4, 3, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8381000000000001,-0.8556022644042969,9.465051651000977,1.677288874999995
darts_proxy,44,"(2, 3, 0, 4, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8915000000000001,-0.8547631502151489,9.4542236328125,1.7065097079999987
darts_proxy,45,"(3, 4, 3, 1, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.835,-0.8568178415298462,9.44310188293457,1.7381270829999949
darts_proxy,46,"(1, 4, 0, 3, 4, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8378,-0.8593132495880127,9.431694984436035,1.8620082919999987
darts_proxy,47,"(3, 4, 1, 4, 4, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8088,-0.8613962531089783,9.420014381408691,1.8949053750000004
darts_proxy,48,"(3, 4, 1, 4, 1, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8303,-0.8637852072715759,9.40809440612793,1.9258964579999969
darts_proxy,49,"(4, 2, 2, 2, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8812000000000001,-0.8658137321472168,9.395927429199219,1.959176707999994
darts_proxy,50,"(1, 3, 4, 4, 3, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8464,-0.8685001134872437,9.383520126342773,1.9936482079999962
