optimizer,epoch,sampled_arch,best_arch,train_acc,val_acc,test_acc,train_time,reward,loss,entropy,wall_time_sec
darts_proxy,11,"(4, 4, 3, 1, 3, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8536,-0.7119503617286682,9.656340599060059,0.41121025000000344
darts_proxy,12,"(1, 2, 0, 1, 1, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.875,-0.713300883769989,9.655488967895508,0.43972312500000044
darts_proxy,13,"(4, 2, 1, 1, 4, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.6335000000000001,-0.7048046588897705,9.654080390930176,0.4677824589999986
darts_proxy,14,"(0, 0, 3, 3, 2, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8891,-0.7403578758239746,9.65218448638916,0.49665187499999774
darts_proxy,15,"(4, 1, 4, 2, 1, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8338,-0.75956130027771,9.649885177612305,0.5274842090000007
darts_proxy,16,"(1, 1, 2, 2, 1, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8864,-0.7608006596565247,9.647224426269531,0.559766959000001
darts_proxy,17,"(4, 1, 2, 3, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8834000000000001,-0.7720369696617126,9.644210815429688,0.590709375000003
darts_proxy,18,"(1, 4, 1, 1, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.7382,-0.7744356989860535,9.640853881835938,0.6222715000000036
darts_proxy,19,"(0, 0, 2, 0, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.7345999999999999,-0.766263484954834,9.637155532836914,0.6535123749999983
darts_proxy,20,"(2, 0, 2, 0, 3, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8998,-0.77527916431427,9.63313102722168,0.6852791669999974
darts_proxy,21,"(1, 2, 0, 4, 2, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.9018,-0.7790894508361816,9.628786087036133,0.8109497920000024
darts_proxy,22,"(2, 2, 2, 0, 3, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8969,-0.7809924483299255,9.624161720275879,0.8423300420000004
darts_proxy,23,"(3, 0, 3, 4, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8583,-0.7821812629699707,9.6192626953125,0.8737177089999975
darts_proxy,24,"(3, 1, 3, 4, 3, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8713,-0.7859987616539001,9.614089012145996,0.9054088339999993
darts_proxy,25,"(4, 4, 2, 3, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8808,-0.7958456873893738,9.608642578125,0.9364745000000028
darts_proxy,26,"(0, 3, 3, 1, 0, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8613,-0.8167543411254883,9.602869033813477,0.9675415419999993
darts_proxy,27,"(3, 2, 3, 3, 0, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8832,-0.8257520198822021,9.596806526184082,0.9989348750000033
darts_proxy,28,"(4, 0, 1, 3, 1, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.7436,-0.8279693722724915,9.59051513671875,1.0305932090000027
darts_proxy,29,"(3, 4, 2, 1, 0, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8887999999999999,-0.8337876796722412,9.583993911743164,1.0618882500000026
darts_proxy,30,"(2, 3, 3, 1, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8764,-0.8355176448822021,9.577241897583008,1.092963042000001
darts_proxy,31,"(3, 1, 2, 0, 3, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8887,-0.8364284634590149,9.570258140563965,1.2207725840000023
darts_proxy,32,"(2, 3, 3, 1, 2, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8981,-0.8397682905197144,9.56301498413086,1.253253542000003
darts_proxy,33,"(4, 2, 0, 4, 0, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.74,-0.8361700177192688,9.555545806884766,1.284808875000003
darts_proxy,34,"(4, 4, 3, 1, 4, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8356999999999999,-0.8371293544769287,9.54780387878418,1.3161568339999974
darts_proxy,35,"(0, 2, 2, 4, 1, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8898,-0.8381198644638062,9.539785385131836,1.3468347920000028
darts_proxy,36,"(4, 0, 3, 0, 1, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8878,-0.8386838436126709,9.531486511230469,1.3764800000000008
darts_proxy,37,"(2, 3, 1, 3, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8658,-0.8498690724372864,9.522871017456055,1.4061753749999966
darts_proxy,38,"(3, 3, 2, 2, 3, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8948999999999999,-0.8506600856781006,9.513973236083984,1.4354876669999967
darts_proxy,39,"(1, 1, 0, 2, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8423,-0.8525177240371704,9.504814147949219,1.465375416999997
darts_proxy,40,"(3, 0, 0, 2, 1, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8543000000000001,-0.854255735874176,9.495367050170898,1.4949301669999997
darts_proxy,41,"(3, 0, 4, 4, 4, 2)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8731,-0.8505181074142456,9.485607147216797,1.5249390419999997
darts_proxy,42,"(3, 3, 0, 4, 3, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8754000000000001,-0.8541107773780823,9.475508689880371,1.6440864590000004
darts_proxy,43,"(1, 4, 3, 4, 3, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8381000000000001,-0.8556022644042969,9.465051651000977,1.6735867089999985
darts_proxy,44,"(2, 3, 0, 4, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8915000000000001,-0.8547631502151489,9.4542236328125,1.7030354589999988
darts_proxy,45,"(3, 4, 3, 1, 4, 4)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.835,-0.8568178415298462,9.44310188293457,1.7340739589999998
darts_proxy,46,"(1, 4, 0, 3, 4, 1)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8378,-0.8593132495880127,9.431694984436035,1.7640971249999993
darts_proxy,47,"(3, 4, 1, 4, 4, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8088,-0.8613962531089783,9.420014381408691,1.7933799589999992
darts_proxy,48,"(3, 4, 1, 4, 1, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8303,-0.8637852072715759,9.40809440612793,1.8231548340000003
darts_proxy,49,"(4, 2, 2, 2, 4, 3)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8812000000000001,-0.8658137321472168,9.395927429199219,1.8521815840000002
darts_proxy,50,"(1, 3, 4, 4, 3, 0)","(2, 2, 0, 2, 3, 2)",99.976,91.32,91.32,14.030071238676706,0.8464,-0.8685001134872437,9.383520126342773,1.8815161249999974
